text,intent_name
it looks like someone made an unauthorized amazon purchase on my account,report_fraud
i think my chase account has been compromised and fraud committed,report_fraud
i may have had fraud committed on my account,report_fraud
i'm thinking someone may have used my card in a fraudulent way,report_fraud
there is a fraudulent charge for paypal on my bank account,report_fraud
i think the charge for uber on my account is fraudulent,report_fraud
looks like someone made an unauthorized charge to nike on my account,report_fraud
i think someone stole my card and used it,report_fraud
i think someone made an illegal charge to my card,report_fraud
my account is showing a charge to venmo that i did not make,report_fraud
i gotta report fraudulent activity on my credit card,report_fraud
so i made a fraudulent transaction,report_fraud
i have a fraudulent transaction from wal mart on my account right now,report_fraud
turns out i made a fraudulent transaction,report_fraud
report fraudulent activity on my debit card,report_fraud
i made a fraudulent transaction,report_fraud
i have a fraudulent transaction from wal mart showing on my account,report_fraud
i think i made a fraudulent transaction,report_fraud
i have a fraudulent transaction from wal mart on my account,report_fraud
i must report fraudulent activity on my debit,report_fraud
i have a fraudulent transaction from red robin on my account,report_fraud
report fraudulent activity on my credit card now,report_fraud
i have a fraudulent transaction from fry's on my account,report_fraud
i got to report fraudulent activity on my credit card,report_fraud
i'm afraid there is a false transaction on my account,report_fraud
i have detected fraudulent activity on my account,report_fraud
i see a fraudulent transaction from netflix on my account,report_fraud
i spotted a fraudulent transaction from microsoft on my account,report_fraud
i see a suspicious transaction in my account history,report_fraud
it seems someone conducted a fraudulent transaction on my account,report_fraud
i need help investigating a suspicious transaction,report_fraud
i need to report a fraudulent transaction from postmates on my account,report_fraud
help me figure out where this fraudulent transaction from google came from on my account,report_fraud
can you help me deal with this fraudulent transaction from verizon on my account,report_fraud
i believe there are fraudulent charges on my card how can i report them,report_fraud
i didn't make these purchases on my card; these are fraudulent charges i need to report them,report_fraud
how can i report fraudulent charges on my card,report_fraud
it seems that there's fraudulent activity on my card i'd like to file a report,report_fraud
i want to report fraudulent activity on my card,report_fraud
send information about suspicious credit card activity,report_fraud
please report information about activity on my credit card,report_fraud
send fraudulent activity information,report_fraud
please file a fraud report,report_fraud
report fraud on my card,report_fraud
"i want to report fraudulent activity on my visa card, please",report_fraud
"i need to report fraudulent activity on my visa card, please",report_fraud
i want to report fraudulent activity on my amex card,report_fraud
i want to report fraudulent activity on my visa card,report_fraud
"i want to report fraudulent activity on my amex card, please",report_fraud
i believe that there is some fraudulent activity on my capital one account,report_fraud
there is an unauthorized transaction on my bank of america checking,report_fraud
i see a purchase on my chase checking that i did not make,report_fraud
what steps do i take if there is a transaction that i do not recognize on my navy federal credit union account,report_fraud
i need to talk to someone about a transaction that was not made by me on my chase account,report_fraud
can you report credit card fraud for me,report_fraud
discover card reporting fraud,report_fraud
i need to know how to report fraud on my discover card,report_fraud
"please cancel what you are doing, i've changed my mind",cancel
"never mind, cancel that",cancel
"stop working on it, i need something else",cancel
"cancel my last request, i know the answer",cancel
"forget it, i do not need it anymore",cancel
pause,cancel
cancel that last thing,cancel
silence,cancel
quit,cancel
mute,cancel
stop,cancel
stop and go back,cancel
ai stop talking,cancel
quiet now,cancel
shhhh,cancel
how do i make you stop talking,cancel
can you be quiet please,cancel
please stop doing what i asked,cancel
please be quiet,cancel
i would like you to stop what you were doing,cancel
please cancel that last command,cancel
can you cancel what you were doing,cancel
can you cancel,cancel
shut up!,cancel
i need you to stop talking now,cancel
i want you to quit the action,cancel
discontinue please,cancel
i don't want you to speak any more for now,cancel
discontinue your current task,cancel
abort please,cancel
quit the current action please,cancel
forget my previous command,cancel
abort the current action,cancel
actually forget that i don't need it,cancel
quit what you are doing,cancel
"sorry, you can actually stop that",cancel
"i actually don't want this anymore, please abort",cancel
please cancel your present task,cancel
"that's enough, don't say anymore please",cancel
i want you to stop your present action,cancel
stop talking please,cancel
"what you are doing is not actually helpful, please cancel the action",cancel
please stop,cancel
cancel action,cancel
please cancel the input,cancel
"ai, stop talking",cancel
"ai, shut up",cancel
"ai, stop!",cancel
please be quiet now,cancel
terminate,cancel
negate last command,cancel
halt,cancel
would you stop talking please,cancel
please abandon the current job,cancel
please abort the current task,cancel
terminate current process,cancel
i want you to cancel the current action,cancel
abort,cancel
please stop doing that,cancel
abort running program,cancel
don't continue with what you're doing,cancel
oh shut the hell up would you,cancel
destroy process,cancel
please cancel that last task,cancel
please refrain from carrying out the current task,cancel
"ai, cancel that last request",cancel
do not complete the task that i gave you,cancel
"ai, please stop your current task",cancel
"actually, cancel that command",cancel
"nevermind, cancel that",cancel
"actually, cancel that",cancel
forget it,cancel
cancel that,cancel
don't do this process,cancel
undo,cancel
cancel current process,cancel
undo this process,cancel
just shut up,cancel
stop that,cancel
cancel that input,cancel
"never mind, don't do that",cancel
never mind,cancel
stop doing that,cancel
halt that immediately,cancel
stop the process happening now,cancel
"stop, i changed my mind",cancel
cancel that last command,cancel
oops cancel that,cancel
can you stop,cancel
could you stop talking for a second,cancel
could you stop please,cancel
can you switch off,cancel
can you stop speaking,cancel
can you please cancel,cancel
can you end the task,cancel
scratch,cancel
refrain from talking,cancel
halt the process,cancel
no more talking,cancel
i advise you to quit talking,cancel
do a websearch for direct deposit set up,direct_deposit
search google for how to set up direct deposit,direct_deposit
info on setting up direct deposit,direct_deposit
info on direct deposit set-up,direct_deposit
tell me how to get my paycheck on direct deposit,direct_deposit
what are the steps for setting up direct deposit for my paycheck,direct_deposit
give me instructions to set up direct deposit for my paycheck,direct_deposit
"i want to set up direct deposit for my paycheck, what do i need to do",direct_deposit
how do i set up direct deposit for my paycheck,direct_deposit
i'd really like to set up a direct deposit for my paycheck,direct_deposit
i wanna set up a direct deposit for my paycheck,direct_deposit
i'd like to set up a direct deposit for my paycheck,direct_deposit
i would like to set up direct deposit,direct_deposit
set up direct deposit for me,direct_deposit
i need to set up a direct deposit for my paycheck,direct_deposit
set up a direct deposit,direct_deposit
i need to set up direct deposit,direct_deposit
i want to set direct deposit,direct_deposit
help me get my pay check deposited directly to my home checking account,direct_deposit
set my paycheck up for direct deposit,direct_deposit
i want my paycheck to go directly to my bank account,direct_deposit
set up direct deposit to my money market account for my pay check,direct_deposit
how do i get direct deposit for my paycheck,direct_deposit
what's the procedure to get direct deposit for my paycheck,direct_deposit
set up payroll direct deposit to my checking account,direct_deposit
make it so my paycheck goes directly into my savings account,direct_deposit
how can i have my paycheck directly deposited,direct_deposit
i need to get direct deposit on my bofa account,direct_deposit
what do i need to set up direct deposit,direct_deposit
what is needed for setting up direct deposit,direct_deposit
can you walk me through setting up direct deposit,direct_deposit
what is needed to set up direct deposit,direct_deposit
i need help to set up direct deposit,direct_deposit
would you help me set up direct deposit,direct_deposit
assist me to set up direct deposit,direct_deposit
tell me how to set up direct deposit,direct_deposit
tell me how to set up direct deposit for my paycheck,direct_deposit
how do i direct deposit my paycheck,direct_deposit
what do i do to have my paycheck deposited directly in my account,direct_deposit
how can i have my paycheck directly deposited in my account,direct_deposit
"i would like to set up a direct deposit, please tell me how",direct_deposit
how can i set up a direct deposit with my checking account,direct_deposit
can you tell me how to set up a direct deposit,direct_deposit
can you help me set up a direct depost,direct_deposit
how can i turn on direct deposit,direct_deposit
how can i set up direct deposits from my job to my bank,direct_deposit
what steps do i need to do to set up direct deposit,direct_deposit
i want to set up direct deposit what do i need to do,direct_deposit
what do i need to do to start direct deposit,direct_deposit
how do i go about setting up direct deposit,direct_deposit
how do i get direct deposit set up,direct_deposit
i'd like to know about setting up direct deposit,direct_deposit
can you tell me how to set up direct depost,direct_deposit
how do i get my check directly deposited,direct_deposit
direct deposit information,direct_deposit
how do i set up instant paycheck,direct_deposit
how do i direct deposit my check,direct_deposit
help me set up direct deposit to my bank of hawaii checking account,direct_deposit
can you show me how to set up direct deposit for my paycheck to my first hawaiian bank account,direct_deposit
i want to set up direct deposit to my first hawaiian bank account,direct_deposit
can you show me how to set up my paycheck to be direct deposit to my first hawaiian bank account,direct_deposit
how do i set up direct deposit to my bank of hawaii account,direct_deposit
help me set up a direct deposit,direct_deposit
how is a direct deposit set up,direct_deposit
how would i go about setting up a direct deposit,direct_deposit
i need to set up a direct deposit,direct_deposit
tell me how to set up a direct deposit,direct_deposit
onpay gives you two convenient ways to pay your employees,direct_deposit
can you help me set up direct deposit,direct_deposit
i need some guidance when it comes to direct deposit,direct_deposit
i want to switch to direct deposit,direct_deposit
how can i set up direct deposit,direct_deposit
what are the steps to direct deposit my check,direct_deposit
is there a specific way to set up direct deposit,direct_deposit
how do i arrange a direct deposit into my savings account,direct_deposit
how do you set up direct deposit,direct_deposit
"can you teach me how to set up direct deposit, or show me who can",direct_deposit
can you show me how to set up direct deposit,direct_deposit
"if i would like to set up direct deposit, how do i do it",direct_deposit
direct deposit instructions,direct_deposit
help setting up direct deposit,direct_deposit
please help me set up direct deposit,direct_deposit
what are the steps for setting up direct deposit,direct_deposit
how does one go about setting up direct deposit,direct_deposit
how to set up direct deposit for paychecks,direct_deposit
what's needed to direct deposit my paycheck,direct_deposit
what is required to direct deposit my paycheck,direct_deposit
how to direct deposit my paycheck,direct_deposit
i need to get my paycheck direct deposited to my chase account,direct_deposit
i'd like to have my paycheck direct deposited to my chase account,direct_deposit
what are the steps to set up direct deposit to my chase account,direct_deposit
how do i get my paycheck direct deposited to my chase account,direct_deposit
how do i set up direct deposit to my chase account,direct_deposit
what do i do to enable direct deposit,direct_deposit
can i get paychecks directly deposited to my bank of america account,direct_deposit
i have a great western bank account i want direct deposits to go to,direct_deposit
i'd like my paychecks direct deposited in my navyfed checking account,direct_deposit
can you walk me through setting up direct deposits to my bank of internet savings account,direct_deposit
how do i get paychecks put directly in my sunflower savings account,direct_deposit
let me set up direct deposit for this,direct_deposit
remove my reservation at outback for timmy,cancel_reservation
can you cancel the reservation for kyle's party at red lobster,cancel_reservation
cancel my party reservation for brad at longhorn,cancel_reservation
get rid of my reservation at chez francois for jennifer,cancel_reservation
cancel the reservation at olive garden for tommy,cancel_reservation
you can cancel my reservation,cancel_reservation
my reservation is no longer needed,cancel_reservation
tell the restaurant i cannot make it,cancel_reservation
there is no need to confirm my reservation,cancel_reservation
would you please cancel the reservations for dinner,cancel_reservation
"hello, i need to cancel tonight's reservation for dinner",cancel_reservation
i need to put in a cancellation for the dinner plans tonight,cancel_reservation
"cancel the dinner reservation i made, okay",cancel_reservation
i need to cancel my dinner reservation,cancel_reservation
please cancel my reservation for dinner,cancel_reservation
cancel my reservation for dinner,cancel_reservation
my reservation for dinner needs to be canceled,cancel_reservation
call the restaurant and cancel my reservation,cancel_reservation
get rid of my 2 pm reservation at ruth's steakhouse,cancel_reservation
can you cancelt the reservation i have for dinner,cancel_reservation
please cancel my dinner reservation for tuesday,cancel_reservation
can you cancel my reservation for dinner tomorrow,cancel_reservation
cancel my reservation for 6 pm at sidetracks,cancel_reservation
get rid of my 4 pm reservation at the steakhouse please,cancel_reservation
can you cancel the reservation i have at 4 pm at ruth's,cancel_reservation
cancel the reservation i made for 8 pm at black rock,cancel_reservation
cancel my dinner reservation please,cancel_reservation
please cancel the table i had reserved for tonight,cancel_reservation
"i made a reservation for chris at tony's, please cancel it",cancel_reservation
cancel tonight's dinner reservation,cancel_reservation
"i don't need my reservation, can you cancel it",cancel_reservation
can you cancel my dinner reservation,cancel_reservation
please cancel my reservation for chris at brio,cancel_reservation
please cancel my dinner reservation,cancel_reservation
can you cancel my reservation tonight for chris at smith and wollensky,cancel_reservation
"i don't need my reservation, cancel it",cancel_reservation
can you cancel my reservation on tuesday for chris at stella maris,cancel_reservation
cancel my reservation for chris at jp field's,cancel_reservation
please cancel my reservation,cancel_reservation
"cancel my reservation for dinner, please",cancel_reservation
tell the restaurant to cancel my reservation,cancel_reservation
abandon the dinner reservation i made,cancel_reservation
scrap that dinner reservation,cancel_reservation
call off the dinner reservation,cancel_reservation
cancel my reservation for me,cancel_reservation
get rid of my dinner reservation,cancel_reservation
the reservation i placed is not needed anymore,cancel_reservation
annul the reservation i created,cancel_reservation
the reservation i created is not necessary anymore,cancel_reservation
the reservation i made is not required anymore,cancel_reservation
repeal the dinner reservation,cancel_reservation
can i cancel my reservations,cancel_reservation
i would like to cancel my reservations,cancel_reservation
could i cancel my reservations,cancel_reservation
can i cancel my reservations please,cancel_reservation
i need to cancel my reservations,cancel_reservation
can you cancel my 5:30 pm table reservation at parc,cancel_reservation
i need you to cancel my reservation for smith's at 6:15,cancel_reservation
cancel my 8:00 pm prime rib reservation,cancel_reservation
go ahead and cancel the reservation i made for 6:00 pm at parc,cancel_reservation
please cancel my 7:30 reservation for morton's,cancel_reservation
is it possible to cancel the reservation at outback for the johnsons,cancel_reservation
i made a reservation under mark hamil at the emporium that i don't need any more,cancel_reservation
i no longer need a table for four at chili's,cancel_reservation
we have a table at the taco bell under bowie we need to release,cancel_reservation
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,cancel_reservation
can you undo the reservation,cancel_reservation
i'd like to cancel the party of 7 we reserved at the olive garden,cancel_reservation
i want to cancel the reservation for mercury at the ritz,cancel_reservation
just trash the reservation i made please,cancel_reservation
please cancel the table for two at burger king,cancel_reservation
please delete the reservation for 3 people at outback,cancel_reservation
go ahead and close the reservation,cancel_reservation
please unreserve that table,cancel_reservation
i no longer need the reservation for 20 at ihop,cancel_reservation
im not going to dinner tonight,cancel_reservation
im not gonna need the dinner reservation,cancel_reservation
remove my dinner reservation,cancel_reservation
i no longer need the dinner reservation,cancel_reservation
can i cancel my reservation for 4 at red robin,cancel_reservation
cancel my reservation for 4 at red robin,cancel_reservation
i want to cancel my reservation for 5 at red robin,cancel_reservation
could you please cancel my reservation for 5 at red robin,cancel_reservation
cancel my reservation for 3 at carlos jr,cancel_reservation
change my reservation with carl at umami to canceled,cancel_reservation
i no longer need my reservation with carl at umami,cancel_reservation
cancel my reservation with carl at umami,cancel_reservation
make sure my reservation at umami with carl is canceled,cancel_reservation
end my reservation with carl at umami,cancel_reservation
because of circumstances i don't need my reservation anymore,cancel_reservation
i won't require my reservation anymore,cancel_reservation
i'll have to cancel my reservation for tonight,cancel_reservation
something's come up so i need to cancel my reservation so now,cancel_reservation
the reservation i have isn't needed any more,cancel_reservation
the reservation at zepher cancel joe from that,cancel_reservation
joe and i are to cancel the reservation at zephers now,cancel_reservation
cancel my reservations for joe's at zepher right now,cancel_reservation
please cancel the reservation at zephers for joe and myself right now,cancel_reservation
cancel the reservation for joe and i right now for the zephers reservation we had booked,cancel_reservation
cancel my 6:00 reservation at the cheesecake factory,cancel_reservation
can you please order me more plastic bags,order
"i need you to order some more lysol for me,please",order
"i need some more lysol, could you order me some",order
i'm out of lysol could you order me some,order
could you please reorder me some lysol,order
will you order me some more lysol spray,order
order everything that's on my list for shopping,order
i want my entire shopping list ordered,order
i want to buy something,order
get my entire shopping list ordered,order
i want to make a purchase,order
take my shopping list and order all,order
send the order for my entire shopping list,order
add everything to my shopping cart,order
submit order for everything,order
buy everything on my list,order
please order everything you see on my shopping list,order
go shopping and order everything on the list,order
are you able to get my shopping list and order everything on it,order
could you get everything on my shopping list,order
i need everything ordered on my shopping list,order
can you buy me a toy car,order
i'd like to have everything on my shopping list,order
i do not have cookies so will you order me some more,order
get everything on my shopping list,order
i wanna buy a pair of shoes online now,order
i do not have flour so will you order me some more,order
i need everything on my shopping list,order
i do not have pizza so will you order me some more,order
i want everything on my shopping list,order
i don't have ice cream so will you order me some more,order
i am out of ice cream so will you order me some more,order
please get everything on my shopping list,order
i need you to order all the things on my shopping list,order
i want everything on my shopping list to be ordered,order
please order me everything that is on my shopping list,order
would you buy me a phone,order
i would like everything on my shopping list ordered,order
i would like you to buy me some paper plates,order
i'd like you to purchase me canned soup,order
i need you to buy a mouse for me,order
purchase a computer for me,order
i would like all of these things on my shopping list ordered,order
put in the order for everything on my shopping list,order
"please order some more cat food, i'm out",order
i'm ready to put in the order for everything on my shopping list,order
go ahead and order everything on my shoping list,order
"i need more cat food, please order some",order
"i'm out of cat food, order more",order
will you buy me underpants,order
"order some cat for me, i ran out",order
"order more cat food, i'm out",order
are you able to purchase underpants for me,order
can you go to amazon a repurchase my last purchase,order
please order me a 7lb bag of world's best cat litter from targetcom,order
submit the order for everything on my shopping list,order
can you buy something from walmartcom for me,order
can you purchase underpants for me,order
can you order underpants for me,order
can you order everything on my shopping list,order
i'm out of detergent so will you order me some more,order
i'm out of fabric softener so will you order me some more,order
i'm out of soap so will you order me some more,order
i'm out of toothpaste so will you order me some more,order
i'm out of razors so will you order me some more,order
i just used up my toothpaste and need you to order more,order
i'm making a purchase and need the help of ai,order
can you order more chapstick i am all out,order
i am currently out of q tips and need more ordered right away,order
can you order more printer paper,order
ran out of tissues and need you to put an order in for more asap,order
i need you to buy a laptop,order
i'd like to buy some cooking pans,order
i'd like to have everything on the shopping list,order
please buy me flowers,order
buy all the things on the shopping list,order
i want all the things on the shopping list,order
i need to buy everything on the shopping list,order
purchase me dog food,order
purchase all the things on my shopping list,order
i'm short on flour so place an order for me,order
i'm low on mouthwash so create an order for me,order
i'm lacking vitamins so order me more,order
i need more candy so could you order me a pack,order
i require another filter so can you order me another one,order
i'm out of shampoo so will you order me some more,order
i'm out of paper plates so will you order me some more,order
i'm out of conditioner so will you order me some more,order
i'm out of paper towels so will you order me some more,order
i need a replacement phone charger ordered online,order
can you have some new oakley's shipped to me,order
grab me a new belt on amazon please,order
order me a new usb cable on amazon,order
can you order me new ray bans,order
would you order everything on my shopping list,order
i need everything on my shopping list to be ordered,order
i want you to buy me a shirt,order
i want everything on my shopping list ordered,order
i am needing you to buy me some shoes,order
i want you to order everything on my shopping list,order
why did my card not get accepted,card_declined
why did my card not get accepted there,card_declined
please tell me why did my card not get accepted,card_declined
why did my card not get accepted please,card_declined
why did my card not get accepted then,card_declined
find out why my card was declined,card_declined
please tell me why my card was declined,card_declined
for what reason did my card get declined,card_declined
can you tell me why my card was declined,card_declined
i need to know why my card was declined,card_declined
i need to know why my card was just declined at walgreen's,card_declined
where can i find out why my card was recently declined at amazoncom,card_declined
i tried using my card at chipotle yesterday and it was declined; why,card_declined
why was my card declined for my monthly netflix subscription payment,card_declined
can you tell me what caused my card to get declined at starbucks this morning,card_declined
i wonder why my card got declined yesterday,card_declined
why was my card declined,card_declined
"my card was declined yesterday, why",card_declined
is my card working properly,card_declined
do i have enough funds in my card,card_declined
how do i fix my card being declined,card_declined
tell me why was my card declined at the zoo,card_declined
explain why was my card declined at boston market,card_declined
why did you decline my card at sfo,card_declined
how come my card was declined at rosses,card_declined
why did my card get declined at the dentist office,card_declined
why did macy's decline my card,card_declined
bloomingdale's declined my card and i'd like to know why,card_declined
why wouldn't nordstrom accept my card,card_declined
please tell me why walgreen's wouldn't take my card,card_declined
can you tell me why walmart declined my card,card_declined
i couldn't buy a mug from target because my card got declined,card_declined
stopped by target to get a mug but my card declines,card_declined
at target trying to buy a mug and my card was declined,card_declined
i went to target to buy a mug but my card did not work,card_declined
trying to buy a mug from target but my card declined,card_declined
why was my card not accepted yesterday,card_declined
tell me why my card didn't work yesterday,card_declined
what was the issue with my card yesterday,card_declined
what was the problem with my card yesterday,card_declined
what was wrong with my card yesterday,card_declined
i was at home depot trying to buy plants and my card got declined,card_declined
i need to know why my card declined yesterday,card_declined
i wish to know why my card was declined yesterday,card_declined
i was at target trying to buy candles and my card got declined,card_declined
find out why my card declined yesterday,card_declined
i was at sears trying to buy clothes and my card got declined,card_declined
why was my card declined yesterday,card_declined
i was at zales trying to buy a ring and my card got declined,card_declined
i was at macys trying to buy shoes and my card got declined,card_declined
my card declined yesterday and i want to know why,card_declined
i wish to know why my card was declined,card_declined
tell me why my card was declined yesterday,card_declined
so it turns out my card was declined at applebee's and i wanna know why,card_declined
so why was my card declined yesterday,card_declined
tell me why my card got declined,card_declined
it turns out my card was declined at fry's and i would like to know why,card_declined
let me know why my card got declined,card_declined
let me know why my card was declined yesterday,card_declined
i wanna know why my card was declined,card_declined
i really need to know why my card was denied,card_declined
so my card was declined at fry's and i wanna know why,card_declined
turns out my card was declined at wal mart and i wanna know why,card_declined
i think my card was declined at wal mart and i want to know why,card_declined
let me know why my card got declined the other day,card_declined
please let me know why my card was declined yesterday,card_declined
i was trying to buy qtips at walmart and my card got declined,card_declined
i was at walmart today and my card got declined when i went to buy qtips,card_declined
at walmart my card got declined when i was buyng qtips,card_declined
"buying qtips today, my card got declined at walmart",card_declined
i was buying qtips today at walmart and my card got declined,card_declined
my card didn't go through when i was buying a case of water at walmart,card_declined
i was at walmart when my card was declined i was only trying to buy some candy,card_declined
my card got declined at target while buying a tv,card_declined
i was at albertsons trying to buy milk when my card wasn't accepted,card_declined
my card was not accepted for buying a computer at best buy,card_declined
please help me figure out why my card was declined yesterday,card_declined
why did my card get rejected yesterday,card_declined
can you tell me why my card was declined yesterday,card_declined
"my card was declined at the store yesterday, what happened",card_declined
i was at costco trying to buy groceries and my card got declined,card_declined
my card was declined at the casino and i'm wondering why,card_declined
i was at safeway trying to buy groceries and my card got declined,card_declined
i was at whole foods trying to buy groceries and my card got declined,card_declined
i was at trader joe's trying to buy groceries and my card got declined,card_declined
i was at costco trying to buy sheets and my card got declined,card_declined
my card did not work yesterday,card_declined
"i tried to use my credit card yesterday, but it did not work",card_declined
my card was malfunctioning and was returned to me,card_declined
for which reason was my card declined yesterday,card_declined
"yesterday, my card was declined",card_declined
i don't understand why walgreens declined my card,card_declined
i tried to make a purchase yesterday but my card was declined why,card_declined
i don't understand why my card was declined yesterday,card_declined
what is the reason for whole foods declining my card,card_declined
can you explain why my card was declined,card_declined
how come starbucks declined my card when i tried to use it to pay,card_declined
how come my card was not accepted yesterday,card_declined
find out what happened to make my card get declined yesterday,card_declined
why was my card declined at safeway,card_declined
how much is an overdraft fee for bank,oos
why are exponents preformed before multiplication in the order of operations,oos
what size wipers does this car take,oos
where is the dipstick,oos
how much is 1 share of aapl,oos
how is glue made,oos
any headlines from my areai,oos
what is the largest state in the us,oos
what is the current market trend,oos
what is the most popular airline,oos
what is the formula for the circumference of a circle,oos
what are some ways to reduce spending,oos
what time does the louvre open,oos
are there any local stations covering the moral march in raleigh in februaryu,oos
how many planets have we discovered,oos
how do i change my billing address,oos
how do i open an online line of credit,oos
how do i remove a coffee blemish,oos
how expensive is an apple share,oos
where can i find the cruise control on my kia sportage 2010,oos
how many sides are in a hexagon,oos
how fast does an airplane travel,oos
is it worth investing in target,oos
i need to speak to customer service regarding my flight,oos
how long do wire transfers take,oos
what are some deals on amazon,oos
what city is the super bowl,oos
what trees change color in autumn,oos
do people prefer summer over fall,oos
how long is winter,oos
what were some of ben franklin's notable accomplishments,oos
where was john denver born,oos
where did abraham lincoln live,oos
when was kobe bryant born,oos
who's toledo's starting point guard for the next game,oos
how many players are on the chicago bulls,oos
who is the coach of the chicago bulls,oos
when do the utah jazz play next,oos
what other nations were involved in the chinese trade war,oos
what years has korea been at war,oos
when was the theory of evolution first considered,oos
who formulated the theory of relativity,oos
what stage of evolution am i,oos
what other personality type is most compatible with infjs,oos
what does my personality mean,oos
what's the most dominant scale in bluegrass,oos
what year was saxaphone first played,oos
which piano is best for classical,oos
is k-12 education required outside of the united states,oos
what are the benefits of completing college,oos
are you able to answer algebra equations,oos
can you help me study for a history exam,oos
how many points per game is lebron james averaging this season,oos
what team does eli mannign play for,oos
get me dwight howard shooting average,oos
can you list me tiger wood's stats,oos
what's the runtime of all the lord of the rings movies combined,oos
which character is the most famous from titanic,oos
how many oscars did star wars films win,oos
what year was shawshank redemption released,oos
which marvel character has appeared in the most movies,oos
when's the next movie starring thor set to come out,oos
who was the first capcom character,oos
are any justice league movies coming out,oos
can you tell me something about the nfl,oos
please explain the catch rule to me,oos
is there overtime in college football,oos
when did the mls start,oos
what's the best price on super smash bros ultimate right now,oos
what is the highest earning game on atari,oos
when is the next nintendo direct,oos
when was nintendo created,oos
please find the capital of pakistan and its population,oos
how many people live in taiwan,oos
what are some of picasso's most famous works,oos
what are van gogh's best pieces,oos
where can i see art,oos
when did camus die,oos
how much money does radiohead earn a year,oos
who is radiohead,oos
what's the biggest saas marketing company in the united states,oos
how do i start my own marketing firm,oos
how can i get involved in restaurant marketing,oos
what is saas marketing,oos
what do you call someone who was born in segovia,oos
what is rhineland,oos
who is the scariest character in start trek,oos
who is the current captain of this ship,oos
what year was star trek released,oos
when was toyota created,oos
who are some notable alumni of ucsd,oos
what is the next football game,oos
how many students attend ucsb,oos
when do classes start,oos
how can i become an aerospace engineer,oos
what percentage of species display cold blooded traits,oos
what does it mean to be an alpha male,oos
what animals have alpha males,oos
why do males want to be alpha,oos
what's the average battery life of an android phone,oos
what is the most expensive price per share of any stock,oos
can you tell me when the bank closes,oos
rewind one minute,oos
what is apple's stock,oos
is there a video-on-demand function (vod),oos
show me all contacts,oos
what are the pros and cons of credit cards,oos
can you show me my 3-digit credit card verification number,oos
how win money in internet,oos
is there a car in my blind spot,oos
what is slope of an inverted line,oos
can you clock me in,oos
how do you store my card information,oos
can you tell me until what time the stock market is open,oos
give me the local newsi,oos
why can't you divide by zero,oos
adjust windshield wipers,oos
what is the formula for the surface area of a cylinder,oos
can you forward this email to my boss,oos
what did the president say todayu,oos
what color is the car,oos
can you restart my phone,oos
what is the account number,oos
will you block non-kid friendly shows,oos
can you tell me who else is on my account,oos
what cleaning product should i use on wood floors,oos
which state has the best airlines,oos
find out who won the governor's electionu,oos
what are bbc headlinesi,oos
when was the last worker's strike in amsterdam,oos
how many prime numbers are there under 100,oos
put seatbelts on,oos
how many ways can i make $1 using standard us coins,oos
what kind of gas do i use,oos
does my a/c filter need to be changed,oos
how do the anti-lock brakes work,oos
how do i change my flight,oos
can you find instructions for removing a coffee stain from upholstery,oos
what show am i watching,oos
what are my local news stations,oos
i have old model car,oos
can you tell me how to figure a percentage of a number,oos
what do the values of numbers mean non-numerically,oos
can you read me the last text,oos
please save my draft for me so i can work on it later,oos
how do i stop the beeping noise when my seatbelt is off in my honda civic,oos
how do i find a common denominator,oos
can you see the second right inside the fridge,oos
change my seat to an window seat for my flight on monday,oos
show me an example of an algebraic expression,oos
what is npr reporting on right now,oos
how many points has the nyse gone up by this month,oos
should i invest in microsoft stock,oos
can you show me my credit card number,oos
is the stock market up or down today,oos
is the shutdown over,oos
what's my horoscope today,oos
am i using cruise control,oos
can you send an email to client b,oos
is the bachelor on tonight,oos
does my credit card have a balance transfer promotions currently going on,oos
how does a optical mouse work,oos
which stocks should i invest in to get at least 5% back on my investment this year,oos
find out for me what kind of benefits military veterans have after retirement,oos
can you tell me what kind of benefits miliraty veterans receive,oos
"if you're dishonorably discharged, are you still a veteran",oos
is va treatment free for veterans,oos
what month are mosquitoes the worst in the united states,oos
what's the most effective bug repellant,oos
how long do mosquito's live,oos
where do squirrels's live,oos
can you identify between poisonous and nonpoisonous mushroom,oos
can you find out for me how many mushroom species are there,oos
what are some ways to prepare portabello mushrooms,oos
how do you know if a mushroom is edible,oos
what's the most popular tv show on netflix right now,oos
what's trending in 90s television shows on netflix,oos
when was hulu created,oos
get me the rates of hacking susceptibility for household in my area,oos
can you check my privacy online settting,oos
how can i protect myself online,oos
how much is the best vpn,oos
"who is the oscar who ""the oscar's"" is named after",oos
what is the origin of the name michael,oos
where are the oscar's held,oos
how do you get an oscar,oos
are deer indigenous to north america,oos
what's an otter's primary diet,oos
a the bike looks very nice,oos
how the bikes looks,oos
is the patriarchy a valid concept,oos
is patriarchy wrong,oos
how many generations of pokemon are there now,oos
what year was the first pokemon game released,oos
how many pokemon are there,oos
where was salt created,oos
what's a puffin's natural habitat,oos
are hawks domesticated or wild,oos
where do frogs come from,oos
what are puffins,oos
is it legal to breed and sell rabbits without a license,oos
how many different types of robins are there,oos
how long do chipmunks usually live,oos
what do rabbits eat,oos
how many seasons of rick and morty are there,oos
will there be a new season of true detective,oos
how old are rick ad morty,oos
who are dan and dave,oos
what was the area code of the phone number from that last scam call,oos
how many people fall victim to internet scams per year,oos
